player,age,team,league,war,games,plate_appearances,at_bats,runs,hits,homeruns,runs_batted_in,stolen_bases,bases_on_balls,strikeouts,on_base_percentage,slugging_percentage,on_base_plus_slugging_percentage,adjusted_on_base_plus_slugging_percentage,total_bases,sacrifice_hits,sacrifice_flys,position
Chase DeLauter*,24.0,CLE,AL,0.6,66.0,270.0,240.0,24.0,63.0,7.0,34.0,2.0,28.0,36.0,0.337,0.408,0.745,109.0,98.0,0.0,2.0,9D/H
Ryan O'Hearn*,32.0,PIT,NL,0.3,66.0,270.0,246.0,35.0,70.0,11.0,45.0,1.0,20.0,60.0,0.341,0.463,0.804,119.0,114.0,0.0,2.0,93D/H
Isaac Collins#,28.0,KCR,AL,-0.4,72.0,269.0,227.0,28.0,51.0,3.0,23.0,4.0,33.0,65.0,0.333,0.313,0.646,85.0,71.0,2.0,2.0,*7/H4D
J.P. Crawford*,31.0,SEA,AL,0.7,64.0,268.0,224.0,33.0,50.0,10.0,24.0,1.0,38.0,50.0,0.347,0.379,0.726,109.0,85.0,0.0,1.0,6/5HD
Kody Clemens*,30.0,MIN,AL,1.3,68.0,266.0,241.0,32.0,58.0,11.0,30.0,6.0,18.0,58.0,0.307,0.461,0.767,109.0,111.0,2.0,0.0,379/84H
Elly De La Cruz#,24.0,CIN,NL,2.2,60.0,266.0,239.0,41.0,66.0,12.0,37.0,10.0,24.0,78.0,0.346,0.498,0.844,128.0,119.0,0.0,1.0,*6/D
Brett Baty*,26.0,NYM,NL,0.0,77.0,265.0,235.0,26.0,51.0,3.0,26.0,3.0,24.0,75.0,0.295,0.302,0.598,68.0,71.0,0.0,2.0,593/H4D6
Ezequiel Durán,27.0,TEX,AL,1.5,72.0,265.0,241.0,32.0,63.0,6.0,40.0,5.0,20.0,64.0,0.318,0.415,0.733,113.0,100.0,1.0,2.0,6475/9H38
Cedric Mullins*,31.0,TBR,AL,-0.1,68.0,265.0,230.0,26.0,47.0,6.0,22.0,13.0,23.0,52.0,0.29,0.309,0.598,66.0,71.0,4.0,1.0,*8/H
Nasim Nuñez#,25.0,WSN,NL,1.6,76.0,265.0,229.0,31.0,55.0,0.0,27.0,31.0,28.0,60.0,0.324,0.284,0.608,74.0,65.0,6.0,1.0,*46/HD
Nolan Schanuel*,24.0,LAA,AL,1.1,64.0,265.0,237.0,28.0,62.0,6.0,30.0,0.0,21.0,40.0,0.332,0.392,0.724,104.0,93.0,0.0,2.0,*3/H
Trent Grisham*,29.0,NYY,AL,0.9,66.0,264.0,224.0,40.0,52.0,8.0,35.0,6.0,38.0,42.0,0.341,0.406,0.747,108.0,91.0,0.0,2.0,*8/H
Juan Soto*,27.0,NYM,NL,2.3,62.0,264.0,224.0,36.0,67.0,17.0,38.0,6.0,38.0,34.0,0.399,0.567,0.966,167.0,127.0,0.0,1.0,7D
Ildemaro Vargas#,34.0,ARI,NL,1.2,70.0,264.0,245.0,38.0,64.0,7.0,44.0,1.0,14.0,24.0,0.305,0.408,0.714,96.0,100.0,1.0,1.0,34/H5D716
Sal Frelick*,26.0,MIL,NL,-0.4,73.0,262.0,228.0,28.0,53.0,3.0,29.0,5.0,23.0,25.0,0.302,0.32,0.622,73.0,73.0,1.0,3.0,*9H/D
George Springer,36.0,TOR,AL,-0.1,59.0,262.0,228.0,26.0,50.0,8.0,21.0,6.0,27.0,50.0,0.309,0.373,0.682,85.0,85.0,0.0,1.0,*D/H
Aaron Judge,34.0,NYY,AL,2.1,59.0,261.0,214.0,43.0,53.0,17.0,38.0,5.0,42.0,72.0,0.375,0.533,0.907,150.0,114.0,0.0,1.0,9/D
Jeff McNeil*,34.0,ATH,AL,-0.2,74.0,260.0,232.0,21.0,55.0,3.0,20.0,1.0,21.0,35.0,0.309,0.319,0.628,72.0,74.0,1.0,2.0,*4/H395
Jacob Young,26.0,WSN,NL,0.8,77.0,260.0,243.0,31.0,55.0,8.0,30.0,8.0,12.0,49.0,0.274,0.374,0.649,81.0,91.0,1.0,0.0,*8/HD
Adolis García,33.0,PHI,NL,-0.7,67.0,259.0,231.0,21.0,45.0,7.0,21.0,3.0,21.0,84.0,0.27,0.329,0.599,63.0,76.0,0.0,3.0,*9/H8
Luis García Jr.*,26.0,WSN,NL,1.0,75.0,259.0,247.0,34.0,65.0,13.0,49.0,2.0,11.0,41.0,0.293,0.494,0.787,117.0,122.0,0.0,1.0,*3H/D
Jose Altuve,36.0,HOU,AL,0.0,60.0,257.0,230.0,36.0,54.0,8.0,21.0,1.0,24.0,58.0,0.309,0.391,0.7,94.0,90.0,1.0,1.0,*4/D
Gavin Sheets*,30.0,SDP,NL,0.2,73.0,257.0,228.0,29.0,51.0,12.0,33.0,4.0,27.0,61.0,0.311,0.439,0.75,108.0,100.0,0.0,0.0,37D/H9
Jorge Soler,34.0,LAA,AL,0.2,61.0,256.0,223.0,30.0,49.0,11.0,37.0,0.0,25.0,81.0,0.305,0.422,0.726,103.0,94.0,0.0,4.0,D/9H
Caleb Durbin,26.0,BOS,AL,1.4,72.0,255.0,232.0,27.0,52.0,6.0,32.0,7.0,15.0,36.0,0.281,0.379,0.66,86.0,88.0,2.0,2.0,*5/H
Daulton Varsho*,29.0,TOR,AL,1.5,68.0,255.0,229.0,31.0,61.0,7.0,22.0,7.0,23.0,50.0,0.337,0.441,0.778,110.0,101.0,0.0,1.0,*8/HD
Kyle Karros,23.0,COL,NL,0.6,76.0,254.0,221.0,35.0,55.0,4.0,21.0,2.0,30.0,54.0,0.339,0.371,0.71,89.0,82.0,0.0,2.0,*5/H
Kyle Manzardo*,25.0,CLE,AL,0.7,71.0,253.0,219.0,26.0,51.0,9.0,27.0,0.0,28.0,80.0,0.328,0.397,0.725,104.0,87.0,0.0,2.0,*3DH
Joc Pederson*,34.0,TEX,AL,1.3,76.0,253.0,214.0,32.0,53.0,12.0,28.0,0.0,32.0,52.0,0.349,0.467,0.816,137.0,100.0,0.0,3.0,*DH/39
Leody Taveras#,27.0,BAL,AL,0.8,70.0,252.0,219.0,30.0,56.0,2.0,30.0,9.0,24.0,60.0,0.331,0.374,0.705,99.0,82.0,7.0,1.0,*89/H5
Drake Baldwin*,25.0,ATL,NL,1.8,56.0,249.0,220.0,42.0,59.0,14.0,39.0,1.0,24.0,63.0,0.349,0.486,0.836,134.0,107.0,0.0,1.0,2D/H
Samuel Basallo*,21.0,BAL,AL,1.5,68.0,249.0,226.0,29.0,58.0,12.0,35.0,0.0,21.0,65.0,0.317,0.465,0.782,117.0,105.0,0.0,2.0,2DH/3
Garrett Mitchell*,27.0,MIL,NL,1.0,68.0,249.0,214.0,32.0,53.0,5.0,34.0,6.0,31.0,85.0,0.347,0.402,0.749,107.0,86.0,1.0,1.0,*8/HD
Austin Martin,27.0,MIN,AL,0.9,73.0,248.0,211.0,29.0,51.0,2.0,17.0,8.0,31.0,45.0,0.351,0.322,0.673,89.0,68.0,0.0,1.0,*97H/8
Oswald Peraza,26.0,LAA,AL,1.9,73.0,247.0,231.0,23.0,59.0,7.0,21.0,9.0,9.0,69.0,0.301,0.411,0.712,99.0,95.0,1.0,0.0,45H/6D3
José Caballero,29.0,NYY,AL,1.3,68.0,246.0,224.0,31.0,58.0,8.0,28.0,18.0,15.0,50.0,0.317,0.411,0.728,102.0,92.0,0.0,2.0,6/7594H8D
Munetaka Murakami*,26.0,CHW,AL,2.0,57.0,246.0,200.0,43.0,48.0,20.0,41.0,1.0,44.0,80.0,0.378,0.56,0.938,159.0,112.0,0.0,1.0,3/DH
Justin Crawford*,22.0,PHI,NL,-0.4,75.0,244.0,226.0,22.0,55.0,2.0,16.0,9.0,16.0,52.0,0.299,0.336,0.635,73.0,76.0,0.0,0.0,*8/H
Sam Antonacci*,23.0,CHW,AL,1.5,61.0,243.0,206.0,37.0,59.0,4.0,22.0,11.0,18.0,37.0,0.386,0.413,0.799,125.0,85.0,2.0,1.0,*74/H
Andrew Benintendi*,31.0,CHW,AL,-0.3,71.0,243.0,220.0,30.0,51.0,9.0,38.0,1.0,19.0,63.0,0.289,0.418,0.707,96.0,92.0,1.0,3.0,*DH/79
Angel Martínez#,24.0,CLE,AL,0.6,66.0,243.0,226.0,28.0,54.0,11.0,33.0,9.0,7.0,53.0,0.276,0.442,0.719,99.0,100.0,4.0,1.0,*79/8H
Kyle Stowers*,28.0,MIA,NL,0.2,57.0,240.0,210.0,25.0,47.0,8.0,29.0,1.0,23.0,75.0,0.314,0.424,0.738,107.0,89.0,1.0,1.0,793/DH
Curtis Mead,25.0,WSN,NL,1.1,66.0,237.0,206.0,36.0,46.0,14.0,39.0,3.0,27.0,44.0,0.325,0.476,0.801,122.0,98.0,0.0,0.0,35H/4D
Ronald Acuña Jr.,28.0,ATL,NL,0.9,53.0,236.0,195.0,31.0,49.0,7.0,22.0,15.0,35.0,52.0,0.373,0.421,0.793,124.0,82.0,0.0,2.0,9/D
Trevor Larnach*,29.0,MIN,AL,0.9,66.0,236.0,203.0,35.0,56.0,5.0,24.0,2.0,29.0,44.0,0.374,0.419,0.793,120.0,85.0,1.0,0.0,*7H/D
Mark Vientos,26.0,NYM,NL,-0.8,67.0,235.0,221.0,24.0,48.0,10.0,33.0,0.0,10.0,54.0,0.255,0.394,0.649,79.0,87.0,0.0,2.0,*3H/D5
Jake McCarthy*,28.0,COL,NL,0.3,66.0,234.0,213.0,27.0,63.0,5.0,32.0,12.0,14.0,43.0,0.338,0.465,0.802,111.0,99.0,3.0,3.0,*879/HD
Rhys Hoskins,33.0,CLE,AL,-0.6,65.0,233.0,189.0,25.0,33.0,7.0,27.0,0.0,37.0,71.0,0.313,0.349,0.663,87.0,66.0,0.0,4.0,3DH/7
Connor Norby,26.0,MIA,NL,-0.2,65.0,233.0,200.0,17.0,41.0,4.0,16.0,6.0,24.0,70.0,0.313,0.325,0.638,82.0,65.0,0.0,1.0,35D/H
Jesús Sánchez*,28.0,TOR,AL,-0.3,72.0,232.0,213.0,22.0,59.0,7.0,29.0,1.0,10.0,51.0,0.319,0.441,0.76,105.0,94.0,0.0,4.0,*97H/D
Colt Keith*,24.0,DET,AL,0.1,73.0,230.0,215.0,28.0,54.0,4.0,17.0,4.0,11.0,45.0,0.296,0.363,0.658,82.0,78.0,0.0,1.0,5DH/3
Evan Carter*,23.0,TEX,AL,1.4,66.0,229.0,193.0,26.0,34.0,6.0,21.0,10.0,29.0,54.0,0.292,0.321,0.613,80.0,62.0,3.0,1.0,*8/H
Nolan Gorman*,26.0,STL,NL,-0.3,62.0,229.0,201.0,19.0,39.0,7.0,26.0,0.0,25.0,74.0,0.279,0.318,0.598,70.0,64.0,0.0,3.0,5D/H
Zack Gelof,26.0,ATH,AL,2.2,62.0,228.0,209.0,40.0,59.0,11.0,29.0,8.0,14.0,55.0,0.336,0.498,0.834,124.0,104.0,2.0,0.0,584/H9
Marcelo Mayer*,23.0,BOS,AL,0.0,70.0,228.0,205.0,19.0,45.0,3.0,22.0,3.0,16.0,44.0,0.282,0.312,0.594,69.0,64.0,0.0,3.0,46/H
Adley Rutschman#,28.0,BAL,AL,1.6,54.0,228.0,201.0,26.0,51.0,8.0,40.0,0.0,23.0,33.0,0.329,0.458,0.787,119.0,92.0,0.0,3.0,2D/H
Daniel Schneemann*,29.0,CLE,AL,1.1,65.0,227.0,206.0,24.0,43.0,6.0,26.0,4.0,21.0,68.0,0.282,0.34,0.622,74.0,70.0,0.0,0.0,854H/69
Victor Caratini#,32.0,MIN,AL,0.0,59.0,222.0,186.0,19.0,45.0,6.0,30.0,0.0,21.0,42.0,0.333,0.371,0.704,95.0,69.0,0.0,7.0,23/HD
Luke Raley*,31.0,SEA,AL,0.3,71.0,222.0,202.0,25.0,48.0,14.0,35.0,1.0,12.0,72.0,0.3,0.49,0.79,122.0,99.0,2.0,0.0,*9H/7D8
Marcell Ozuna,35.0,PIT,NL,-0.8,54.0,221.0,199.0,16.0,40.0,6.0,25.0,0.0,20.0,65.0,0.281,0.317,0.597,65.0,63.0,0.0,0.0,D/H
Lawrence Butler*,25.0,ATH,AL,-1.2,73.0,220.0,198.0,28.0,39.0,5.0,21.0,6.0,22.0,59.0,0.277,0.308,0.585,60.0,61.0,0.0,0.0,*98H/D
Coby Mayo,24.0,BAL,AL,-0.8,64.0,220.0,201.0,27.0,38.0,10.0,30.0,1.0,16.0,74.0,0.255,0.373,0.628,74.0,75.0,0.0,1.0,5/D3H
Tristan Peters*,26.0,CHW,AL,2.0,75.0,220.0,196.0,25.0,56.0,3.0,24.0,4.0,16.0,40.0,0.347,0.439,0.786,119.0,86.0,4.0,1.0,*89/H7
JJ Bleday*,28.0,CIN,NL,1.2,51.0,219.0,185.0,28.0,45.0,13.0,35.0,2.0,29.0,43.0,0.349,0.524,0.873,136.0,97.0,0.0,2.0,7/D9H
Matt Vierling,29.0,DET,AL,-1.1,68.0,219.0,198.0,17.0,40.0,5.0,27.0,2.0,17.0,36.0,0.26,0.343,0.604,66.0,68.0,0.0,4.0,*8H/97
Cal Raleigh#,29.0,SEA,AL,-0.3,50.0,218.0,191.0,18.0,32.0,8.0,21.0,2.0,25.0,68.0,0.261,0.319,0.581,66.0,61.0,0.0,2.0,2D/H
Owen Caissie*,23.0,MIA,NL,-0.3,69.0,217.0,193.0,24.0,44.0,9.0,43.0,4.0,16.0,85.0,0.286,0.425,0.711,99.0,82.0,0.0,6.0,*9/HD
Tyler Stephenson,29.0,CIN,NL,0.4,62.0,217.0,189.0,15.0,40.0,6.0,22.0,0.0,26.0,57.0,0.304,0.344,0.648,78.0,65.0,0.0,2.0,*2/H
Mike Yastrzemski*,35.0,ATL,NL,0.5,71.0,217.0,193.0,27.0,44.0,4.0,19.0,1.0,20.0,54.0,0.313,0.347,0.661,87.0,67.0,0.0,0.0,*79H/8D
Paul Goldschmidt,38.0,NYY,AL,1.8,55.0,216.0,196.0,31.0,59.0,14.0,40.0,1.0,16.0,44.0,0.361,0.571,0.933,156.0,112.0,0.0,1.0,3D/H
Taylor Walls#,29.0,TBR,AL,1.7,61.0,215.0,179.0,29.0,40.0,0.0,18.0,12.0,26.0,54.0,0.325,0.296,0.621,74.0,53.0,6.0,2.0,*6/H
David Hamilton*,28.0,MIL,NL,0.8,65.0,214.0,184.0,31.0,42.0,3.0,12.0,16.0,20.0,50.0,0.307,0.315,0.623,73.0,58.0,8.0,0.0,56/4H
Jacob Wilson,24.0,ATH,AL,0.2,50.0,214.0,202.0,23.0,56.0,4.0,26.0,2.0,10.0,25.0,0.31,0.386,0.696,89.0,78.0,1.0,1.0,6
Travis Bazzana*,23.0,CLE,AL,1.5,50.0,213.0,184.0,24.0,48.0,7.0,24.0,12.0,26.0,43.0,0.357,0.446,0.802,125.0,82.0,0.0,1.0,4/DH
Edouard Julien*,27.0,COL,NL,-0.8,68.0,211.0,184.0,23.0,41.0,2.0,17.0,4.0,26.0,57.0,0.322,0.293,0.616,66.0,54.0,0.0,0.0,4H3/D
J.T. Realmuto,35.0,PHI,NL,0.3,56.0,211.0,187.0,21.0,38.0,5.0,24.0,3.0,17.0,41.0,0.284,0.326,0.611,66.0,61.0,0.0,2.0,*2
Gabriel Moreno,26.0,ARI,NL,2.1,53.0,210.0,180.0,26.0,50.0,6.0,26.0,4.0,23.0,35.0,0.362,0.444,0.806,123.0,80.0,0.0,4.0,2/DH
Carson Kelly,31.0,CHC,NL,1.5,59.0,209.0,185.0,30.0,52.0,4.0,29.0,0.0,21.0,34.0,0.364,0.395,0.758,118.0,73.0,0.0,0.0,2/H3D1
Luis Rengifo#,29.0,MIL,NL,-0.4,57.0,209.0,185.0,19.0,38.0,0.0,19.0,3.0,19.0,24.0,0.28,0.254,0.534,50.0,47.0,2.0,2.0,5H/34D
Corey Seager*,32.0,TEX,AL,0.8,48.0,209.0,180.0,26.0,33.0,9.0,24.0,1.0,25.0,54.0,0.287,0.367,0.654,91.0,66.0,0.0,2.0,6
Konnor Griffin,20.0,PIT,NL,1.5,51.0,208.0,189.0,30.0,51.0,4.0,22.0,14.0,14.0,56.0,0.327,0.402,0.729,100.0,76.0,0.0,2.0,6/DH
Carlos Cortes*,29.0,ATH,AL,0.2,62.0,206.0,181.0,17.0,50.0,6.0,22.0,1.0,21.0,23.0,0.359,0.436,0.796,116.0,79.0,0.0,1.0,9DH/71
Ramón Laureano,31.0,SDP,NL,0.0,53.0,206.0,182.0,23.0,37.0,7.0,21.0,7.0,20.0,65.0,0.286,0.374,0.66,84.0,68.0,0.0,2.0,7/9HD
Lane Thomas,30.0,KCR,AL,0.0,67.0,206.0,173.0,19.0,38.0,5.0,22.0,3.0,29.0,43.0,0.335,0.347,0.682,94.0,60.0,0.0,2.0,*89H7/D
Christian Yelich*,34.0,MIL,NL,0.5,46.0,206.0,183.0,36.0,47.0,5.0,24.0,5.0,20.0,57.0,0.335,0.399,0.734,103.0,73.0,0.0,1.0,D/7H
Miguel Andujar,31.0,SDP,NL,-0.4,58.0,205.0,195.0,18.0,48.0,5.0,17.0,2.0,8.0,34.0,0.283,0.405,0.688,90.0,79.0,0.0,0.0,D/H53
Dominic Canzone*,28.0,SEA,AL,1.5,71.0,205.0,182.0,28.0,50.0,12.0,33.0,1.0,18.0,41.0,0.346,0.549,0.896,152.0,100.0,0.0,2.0,DH9
Jackson Chourio,22.0,MIL,NL,1.7,44.0,205.0,189.0,31.0,56.0,10.0,30.0,5.0,14.0,50.0,0.346,0.524,0.87,137.0,99.0,0.0,1.0,78/9H
Eugenio Suárez,34.0,CIN,NL,-0.6,52.0,205.0,187.0,16.0,39.0,7.0,26.0,0.0,16.0,68.0,0.273,0.369,0.642,75.0,69.0,0.0,1.0,D5/H
Teoscar Hernández,33.0,LAD,NL,0.8,51.0,204.0,181.0,30.0,50.0,7.0,31.0,2.0,19.0,55.0,0.348,0.436,0.785,119.0,79.0,0.0,2.0,7/D
Brent Rooker,31.0,ATH,AL,-0.4,48.0,203.0,180.0,20.0,36.0,10.0,29.0,2.0,19.0,65.0,0.281,0.389,0.67,80.0,70.0,0.0,2.0,D/97H
Tyler Freeman,27.0,COL,NL,-0.5,52.0,202.0,175.0,25.0,49.0,3.0,22.0,5.0,9.0,25.0,0.36,0.371,0.732,96.0,65.0,5.0,0.0,9/4DH8
Jeremiah Jackson,26.0,BAL,AL,0.7,65.0,202.0,195.0,22.0,49.0,7.0,32.0,2.0,4.0,40.0,0.267,0.4,0.667,85.0,78.0,0.0,2.0,*4/HD79
Ryan McMahon*,31.0,NYY,AL,0.0,69.0,202.0,186.0,19.0,39.0,8.0,23.0,3.0,15.0,62.0,0.269,0.36,0.629,74.0,67.0,1.0,0.0,*5/H6
Colton Cowser*,26.0,BAL,AL,0.9,71.0,201.0,175.0,26.0,40.0,8.0,27.0,2.0,22.0,58.0,0.315,0.383,0.698,96.0,67.0,1.0,2.0,*89H7/D
Brice Matthews,24.0,HOU,AL,0.2,70.0,201.0,185.0,19.0,37.0,6.0,18.0,2.0,13.0,66.0,0.251,0.335,0.586,62.0,62.0,2.0,1.0,*784H/5
Will Smith,31.0,LAD,NL,1.1,52.0,201.0,173.0,23.0,43.0,6.0,23.0,0.0,23.0,34.0,0.338,0.382,0.72,102.0,66.0,0.0,3.0,2/HD
Mookie Betts,33.0,LAD,NL,1.5,46.0,200.0,183.0,28.0,42.0,9.0,21.0,1.0,15.0,27.0,0.29,0.415,0.705,95.0,76.0,0.0,1.0,6
Nathan Church*,25.0,STL,NL,1.3,60.0,199.0,184.0,25.0,49.0,5.0,20.0,5.0,11.0,43.0,0.312,0.408,0.719,103.0,75.0,0.0,2.0,*78/H9
Nathaniel Lowe*,30.0,CIN,NL,0.6,62.0,197.0,172.0,19.0,44.0,9.0,25.0,0.0,25.0,48.0,0.35,0.477,0.827,125.0,82.0,0.0,0.0,D3H
Michael Massey*,28.0,KCR,AL,1.1,63.0,196.0,184.0,24.0,49.0,7.0,27.0,2.0,7.0,32.0,0.289,0.457,0.745,107.0,84.0,2.0,3.0,*4/H759
Blaze Alexander,27.0,BAL,AL,1.2,68.0,194.0,174.0,22.0,53.0,3.0,23.0,8.0,12.0,42.0,0.358,0.437,0.795,123.0,76.0,2.0,1.0,546/87H9
Nick Fortes,29.0,TBR,AL,-0.3,61.0,194.0,179.0,19.0,45.0,1.0,15.0,0.0,5.0,23.0,0.297,0.324,0.621,72.0,58.0,2.0,1.0,*2H/D
Royce Lewis,27.0,MIN,AL,0.3,48.0,192.0,170.0,19.0,35.0,7.0,21.0,5.0,18.0,53.0,0.286,0.365,0.651,79.0,62.0,0.0,2.0,53/4
Logan O'Hoppe,26.0,LAA,AL,0.4,56.0,190.0,171.0,19.0,41.0,4.0,21.0,0.0,14.0,46.0,0.307,0.357,0.664,87.0,61.0,1.0,1.0,*2/H
Javier Sanoja,23.0,MIA,NL,0.4,64.0,190.0,177.0,14.0,44.0,2.0,25.0,3.0,11.0,20.0,0.291,0.356,0.647,83.0,63.0,1.0,1.0,57/46H198
Dominic Smith*,31.0,ATL,NL,0.5,65.0,190.0,172.0,26.0,48.0,6.0,31.0,0.0,11.0,25.0,0.317,0.424,0.742,108.0,73.0,1.0,5.0,DH/37
Gleyber Torres,29.0,DET,AL,1.8,43.0,190.0,157.0,26.0,44.0,4.0,18.0,0.0,29.0,33.0,0.395,0.395,0.79,120.0,62.0,0.0,2.0,4/D
Ben Williamson,25.0,TBR,AL,0.6,58.0,189.0,170.0,23.0,40.0,1.0,19.0,5.0,17.0,37.0,0.309,0.312,0.62,73.0,53.0,1.0,0.0,46H/51D
Alex Freeland#,24.0,LAD,NL,1.1,58.0,188.0,162.0,20.0,39.0,3.0,17.0,1.0,20.0,52.0,0.324,0.34,0.664,87.0,55.0,3.0,2.0,*4/H6
Jake Mangum#,30.0,PIT,NL,0.4,61.0,188.0,172.0,22.0,50.0,1.0,14.0,14.0,10.0,33.0,0.335,0.349,0.684,89.0,60.0,3.0,1.0,*789H
Joey Ortiz,27.0,MIL,NL,0.0,66.0,188.0,162.0,18.0,32.0,1.0,15.0,5.0,20.0,34.0,0.281,0.247,0.528,48.0,40.0,3.0,3.0,*6/H5D
Richie Palacios*,29.0,TBR,AL,0.3,57.0,188.0,162.0,23.0,39.0,1.0,21.0,7.0,22.0,37.0,0.34,0.321,0.661,85.0,52.0,0.0,1.0,*4H/579D
Jeremy Peña,28.0,HOU,AL,2.0,45.0,188.0,169.0,31.0,49.0,6.0,19.0,8.0,15.0,30.0,0.356,0.45,0.806,124.0,76.0,0.0,1.0,6/H
Zach McKinstry*,31.0,DET,AL,-0.5,56.0,186.0,162.0,11.0,29.0,2.0,12.0,1.0,20.0,35.0,0.266,0.265,0.532,48.0,43.0,2.0,2.0,469/H58
Victor Scott II*,25.0,STL,NL,-0.6,61.0,184.0,155.0,19.0,30.0,2.0,9.0,9.0,16.0,44.0,0.276,0.258,0.534,53.0,40.0,10.0,1.0,*8/DH
Francisco Alvarez,24.0,NYM,NL,0.3,51.0,183.0,163.0,17.0,42.0,8.0,18.0,0.0,15.0,44.0,0.326,0.436,0.762,111.0,71.0,0.0,1.0,2/DH
Kyle Isbel*,29.0,KCR,AL,0.3,56.0,183.0,164.0,16.0,40.0,3.0,11.0,5.0,10.0,41.0,0.298,0.354,0.651,84.0,58.0,5.0,1.0,*8/H
Kerry Carpenter*,28.0,DET,AL,0.1,58.0,182.0,160.0,18.0,35.0,10.0,29.0,0.0,15.0,56.0,0.297,0.456,0.753,105.0,73.0,0.0,3.0,9DH/7
Drew Gilbert*,25.0,SFG,NL,0.2,61.0,182.0,159.0,18.0,37.0,3.0,15.0,0.0,17.0,33.0,0.322,0.365,0.687,97.0,58.0,2.0,0.0,*87H/9
Austin Wells*,26.0,NYY,AL,-0.3,52.0,182.0,158.0,16.0,26.0,4.0,8.0,0.0,23.0,50.0,0.269,0.253,0.522,47.0,40.0,0.0,1.0,2/H
TJ Friedl*,30.0,CIN,NL,-0.6,47.0,178.0,156.0,15.0,28.0,2.0,8.0,5.0,13.0,42.0,0.259,0.256,0.515,42.0,40.0,4.0,1.0,87/H
José Fernández,22.0,ARI,NL,-0.2,55.0,177.0,165.0,23.0,42.0,3.0,15.0,7.0,7.0,40.0,0.289,0.352,0.641,77.0,58.0,4.0,0.0,D35H/6
Brady House,23.0,WSN,NL,0.1,44.0,177.0,163.0,22.0,37.0,7.0,25.0,1.0,13.0,50.0,0.282,0.399,0.681,89.0,65.0,0.0,1.0,5/DH
Ty France,31.0,SDP,NL,1.3,57.0,176.0,163.0,19.0,41.0,9.0,26.0,1.0,9.0,45.0,0.297,0.485,0.782,115.0,79.0,0.0,1.0,*3/H5D
Vaughn Grissom,25.0,LAA,AL,0.0,46.0,176.0,153.0,17.0,36.0,4.0,30.0,0.0,15.0,20.0,0.314,0.379,0.693,95.0,58.0,0.0,3.0,345/HD
